,sample,eventcode,eventname,alpha
2521,1556759,10,s1/t5,7.514859665362563
2522,1556769,20,s2/t6,16.09275764454685
2523,1557264,11,s1/t6,16.09275764454685
2524,1557287,21,s2/t7,15.972400938778437
2525,1557779,12,s1/t7,15.972400938778437
2526,1557800,22,s2/t8,26.289235383289565
2527,1558257,13,s1/t8,26.289235383289565
2528,1558293,23,s2/t9,
2529,1558760,14,s1/t9,
2530,1558771,49,,
2531,1561405,48,,
2532,1561453,5,,
2533,1561573,4,,
2534,1564770,15,s2/t1,71.3145848583823
2535,1565321,16,s2/t2,49.72039615036664
2536,1565382,6,s1/t1,71.3145848583823
2537,1565839,17,s2/t3,44.787044879097955
2538,1565893,7,s1/t2,49.72039615036664
2539,1566361,18,s2/t4,37.658969723321206
2540,1566396,8,s1/t3,44.787044879097955
2541,1566866,19,s2/t5,2.38628725395256
2542,1566892,9,s1/t4,37.658969723321206
2543,1567371,10,s1/t5,2.38628725395256
2544,1567432,20,s2/t6,52.29328203361797
2545,1567879,11,s1/t6,52.29328203361797
2546,1567939,21,s2/t7,29.66265012468256
2547,1568404,12,s1/t7,29.66265012468256
2548,1568434,22,s2/t8,105.29586734510012
2549,1568908,13,s1/t8,105.29586734510012
2550,1568939,23,s2/t9,
2551,1569579,14,s1/t9,
2552,1569590,49,,
2553,1572480,48,,
2554,1572528,4,,
2555,1572614,5,,
2556,1576131,15,s2/t1,101.28834266088201
2557,1576342,6,s1/t1,101.28834266088201
2558,1576693,7,s1/t2,128.81738436117323
2559,1576846,8,s1/t3,6.366093812479789
2560,1576882,16,s2/t2,128.81738436117323
2561,1577371,9,s1/t4,64.27806641493261
2562,1577409,17,s2/t3,6.366093812479789
2563,1577932,10,s1/t5,20.507820138529155
2564,1577965,18,s2/t4,64.27806641493261
2565,1578469,19,s2/t5,20.507820138529155
2566,1578486,11,s1/t6,53.61103121941528
2567,1579016,12,s1/t7,13.748097951466207
2568,1579038,20,s2/t6,53.61103121941528
2569,1579503,13,s1/t8,33.25816059030865
2570,1579519,21,s2/t7,13.748097951466207
2571,1580030,14,s1/t9,
2572,1580041,22,s2/t8,33.25816059030865
2573,1580533,23,s2/t9,
2574,1580544,49,,
2575,1582923,48,,
2576,1582972,5,,
2577,1583091,4,,
2578,1586580,15,s2/t1,174.0232913037677
2579,1586824,6,s1/t1,174.0232913037677
2580,1587272,16,s2/t2,38.30318427051867
2581,1587330,7,s1/t2,38.30318427051867
2582,1587829,17,s2/t3,34.81126337327237
2583,1587878,8,s1/t3,34.81126337327237
2584,1588336,18,s2/t4,29.41130885334536
2585,1588376,9,s1/t4,29.41130885334536
2586,1588839,19,s2/t5,16.907478676905384
2587,1588864,10,s1/t5,16.907478676905384
2588,1589354,20,s2/t6,25.007506937183393
2589,1589391,11,s1/t6,25.007506937183393
2590,1589862,21,s2/t7,43.97843883663904
2591,1589921,12,s1/t7,43.97843883663904
2592,1590389,22,s2/t8,12.46431482578882
2593,1590407,13,s1/t8,12.46431482578882
2594,1590898,23,s2/t9,
2595,1590911,14,s1/t9,
2596,1590922,49,,
2597,1593554,48,,
2598,1593603,4,,
2599,1593688,5,,
2600,1596781,6,s1/t1,36.073874303524754
2601,1597420,15,s2/t1,36.073874303524754
2602,1597594,7,s1/t2,106.04881218068591
2603,1598002,16,s2/t2,106.04881218068591
2604,1598447,8,s1/t3,91.47463454174469
2605,1598581,17,s2/t3,91.47463454174469
2606,1599105,18,s2/t4,7.116018463344574
2607,1599116,9,s1/t4,7.116018463344574
2608,1599629,10,s1/t5,17.370733738841214
2609,1599654,19,s2/t5,17.370733738841214
2610,1600171,20,s2/t6,6.911288004632978
2611,1600181,11,s1/t6,6.911288004632978
2612,1600713,12,s1/t7,15.735044943831609
2613,1600733,21,s2/t7,15.735044943831609
2614,1601184,22,s2/t8,37.19194286100464
2615,1601243,13,s1/t8,37.19194286100464
2616,1601709,14,s1/t9,
2617,1601748,23,s2/t9,
2618,1601758,49,,
2619,1604647,48,,
2620,1604695,4,,
2621,1604781,5,,
2622,1608306,15,s2/t1,57.22614233661005
2623,1608393,6,s1/t1,57.22614233661005
2624,1608915,16,s2/t2,17.060570409261686
2625,1608939,7,s1/t2,17.060570409261686
2626,1609435,17,s2/t3,16.709619540839213
2627,1609458,8,s1/t3,16.709619540839213
2628,1609936,18,s2/t4,19.779500288007114
2629,1609961,9,s1/t4,19.779500288007114
2630,1610427,10,s1/t5,7.143892947775811
2631,1610438,19,s2/t5,7.143892947775811
2632,1610974,11,s1/t6,14.018779494047234
2633,1610993,20,s2/t6,14.018779494047234
2634,1611474,12,s1/t7,13.984588752065749
2635,1611493,21,s2/t7,13.984588752065749
2636,1611971,13,s1/t8,8.124506991666777
2637,1611983,22,s2/t8,8.124506991666777
2638,1612477,14,s1/t9,
2639,1612488,23,s2/t9,
2640,1612498,49,,
2641,1615397,48,,
2642,1615445,4,,
2643,1615581,5,,
2644,1619061,6,s1/t1,164.48018668146474
2645,1619313,15,s2/t1,164.48018668146474
2646,1619776,16,s2/t2,7.300068465239804
2647,1619787,7,s1/t2,7.300068465239804
2648,1620299,8,s1/t3,7.816913501286081
2649,1620310,17,s2/t3,7.816913501286081
2650,1620790,9,s1/t4,7.931134762987683
2651,1620801,18,s2/t4,7.931134762987683
2652,1621279,10,s1/t5,7.5009513928201565
2653,1621290,19,s2/t5,7.5009513928201565
2654,1621806,20,s2/t6,8.293690203956286
2655,1621817,11,s1/t6,8.293690203956286
2656,1622274,21,s2/t7,32.30766282301147
2657,1622319,12,s1/t7,32.30766282301147
2658,1622771,22,s2/t8,34.10684243541573
2659,1622819,13,s1/t8,34.10684243541573
2660,1623280,23,s2/t9,
2661,1623322,14,s1/t9,
2662,1623333,49,,
2663,1625721,48,,
2664,1625770,4,,
2665,1625838,5,,
2666,1629403,15,s2/t1,155.47422454105273
2667,1629666,6,s1/t1,155.47422454105273
2668,1629984,16,s2/t2,101.37682406339043
2669,1630130,7,s1/t2,101.37682406339043
2670,1630625,17,s2/t3,18.072784115131697
2671,1630649,8,s1/t3,18.072784115131697
2672,1631141,9,s1/t4,7.442616091107254
2673,1631152,18,s2/t4,7.442616091107254
2674,1631667,10,s1/t5,7.886732303400122
2675,1631678,19,s2/t5,7.886732303400122
2676,1632163,11,s1/t6,34.25507236366596
2677,1632210,20,s2/t6,34.25507236366596
2678,1632657,12,s1/t7,39.33540437174591
2679,1632720,21,s2/t7,39.33540437174591
2680,1633194,22,s2/t8,25.345910205488597
2681,1633229,13,s1/t8,25.345910205488597
2682,1633713,14,s1/t9,
2683,1633739,23,s2/t9,
2684,1633750,49,,
2685,1636642,48,,
2686,1636691,4,,
2687,1636777,5,,
2688,1640012,6,s1/t1,154.7634299885538
2689,1640304,15,s2/t1,154.7634299885538
2690,1640791,7,s1/t2,17.818320674626623
2691,1640816,16,s2/t2,17.818320674626623
2692,1641298,8,s1/t3,9.010495586482392
2693,1641311,17,s2/t3,9.010495586482392
2694,1641797,9,s1/t4,40.50268193679327
2695,1641851,18,s2/t4,40.50268193679327
2696,1642284,10,s1/t5,36.07656682776943
2697,1642336,19,s2/t5,36.07656682776943
2698,1642799,11,s1/t6,45.199678166475756
2699,1642859,20,s2/t6,45.199678166475756
2700,1643277,12,s1/t7,38.72818876479965
2701,1643333,21,s2/t7,38.72818876479965
2702,1643800,13,s1/t8,42.54222631977086
2703,1643856,22,s2/t8,42.54222631977086
2704,1644318,14,s1/t9,
2705,1644329,23,s2/t9,
2706,1644340,49,,
2707,1646984,48,,
2708,1647033,5,,
2709,1647101,4,,
2710,1650312,15,s2/t1,164.1469717351259
2711,1650534,6,s1/t1,164.1469717351259
2712,1651021,7,s1/t2,7.701422166961094
2713,1651032,16,s2/t2,7.701422166961094
2714,1651527,8,s1/t3,25.9596254519212
2715,1651562,17,s2/t3,25.9596254519212
2716,1652014,9,s1/t4,44.128038056929256
2717,1652073,18,s2/t4,44.128038056929256
2718,1652492,10,s1/t5,30.999544627731925
2719,1652535,19,s2/t5,30.999544627731925
2720,1652981,11,s1/t6,13.721588161789384
2721,1653001,20,s2/t6,13.721588161789384
2722,1653473,21,s2/t7,15.495855615951342
2723,1653495,12,s1/t7,15.495855615951342
2724,1653961,22,s2/t8,26.550457388103496
2725,1653996,13,s1/t8,26.550457388103496
2726,1654446,23,s2/t9,
2727,1654479,14,s1/t9,
2728,1654489,49,,
2729,1656864,48,,
2730,1656913,5,,
2731,1657049,4,,
2732,1660711,6,s1/t1,169.5011649992698
2733,1660935,15,s2/t1,169.5011649992698
2734,1661390,7,s1/t2,15.357838951159437
2735,1661412,16,s2/t2,15.357838951159437
2736,1661902,8,s1/t3,7.732366066606005
2737,1661913,17,s2/t3,7.732366066606005
2738,1662385,9,s1/t4,28.4151526183187
2739,1662421,18,s2/t4,28.4151526183187
2740,1662877,19,s2/t5,7.2893003735582065
2741,1662888,10,s1/t5,7.2893003735582065
2742,1663398,11,s1/t6,7.892474614202428
2743,1663409,20,s2/t6,7.892474614202428
2744,1663898,21,s2/t7,9.362303790798878
2745,1663910,12,s1/t7,9.362303790798878
2746,1664375,22,s2/t8,18.13037133952369
2747,1664397,13,s1/t8,18.13037133952369
2748,1664807,23,s2/t9,
2749,1664890,14,s1/t9,
2750,1664901,49,,
2751,1667547,48,,
2752,1667596,5,,
2753,1667732,4,,
2754,1671363,15,s2/t1,46.11813136025635
2755,1671427,6,s1/t1,46.11813136025635
2756,1671864,16,s2/t2,50.420485773513356
2757,1671930,7,s1/t2,50.420485773513356
2758,1672367,17,s2/t3,31.486135519053477
2759,1672407,8,s1/t3,31.486135519053477
2760,1672854,18,s2/t4,7.727392326439059
2761,1672865,9,s1/t4,7.727392326439059
2762,1673348,19,s2/t5,19.16448697172686
2763,1673375,10,s1/t5,19.16448697172686
2764,1673844,20,s2/t6,40.89812812967574
2765,1673896,11,s1/t6,40.89812812967574
2766,1674312,21,s2/t7,15.698604771942884
2767,1674356,12,s1/t7,15.698604771942884
2768,1675364,13,s1/t8,128.03857946292123
2769,1675672,22,s2/t8,128.03857946292123
2770,1675842,14,s1/t9,
2771,1676163,23,s2/t9,
2772,1676173,49,,
2773,1679066,39,,
2774,1684525,28,,
2775,1684609,3,,
2776,1685644,48,,
2777,1685684,4,,
2778,1685769,5,,
2779,1689098,6,s1/t1,42.515013576894525
2780,1689157,15,s2/t1,42.515013576894525
2781,1689651,16,s2/t2,7.688913016828907
2782,1689662,7,s1/t2,7.688913016828907
2783,1690153,17,s2/t3,40.4052374143003
2784,1690209,8,s1/t3,40.4052374143003
2785,1690655,18,s2/t4,14.917176192364336
2786,1690675,9,s1/t4,14.917176192364336
2787,1691144,19,s2/t5,35.315399996581895
2788,1691195,10,s1/t5,35.315399996581895
2789,1691657,20,s2/t6,18.27759056527239
2790,1691683,11,s1/t6,18.27759056527239
2791,1692157,21,s2/t7,25.93074265889288
2792,1692196,12,s1/t7,25.93074265889288
2793,1692682,13,s1/t8,8.162820417215329
2794,1692693,22,s2/t8,8.162820417215329
2795,1693171,23,s2/t9,
2796,1693190,14,s1/t9,
2797,1693200,49,,
2798,1695584,48,,
2799,1695633,4,,
2800,1695718,5,,
2801,1698981,15,s2/t1,91.69865459689369
2802,1699111,6,s1/t1,91.69865459689369
2803,1699587,16,s2/t2,24.555207471331983
2804,1699621,7,s1/t2,24.555207471331983
2805,1700091,17,s2/t3,19.166896151749143
2806,1700117,8,s1/t3,19.166896151749143
2807,1700591,18,s2/t4,7.408871307778583
2808,1700602,9,s1/t4,7.408871307778583
2809,1701088,19,s2/t5,32.665168327203666
2810,1701132,10,s1/t5,32.665168327203666
2811,1701578,20,s2/t6,20.8669903767732
2812,1701607,11,s1/t6,20.8669903767732
2813,1702010,21,s2/t7,84.87303057206155
2814,1702118,12,s1/t7,84.87303057206155
2815,1702525,22,s2/t8,39.43580437346967
2816,1702578,13,s1/t8,39.43580437346967
2817,1702998,23,s2/t9,
2818,1703062,14,s1/t9,
2819,1703073,49,,
2820,1705960,48,,
2821,1706008,5,,
2822,1706080,4,,
2823,1709599,6,s1/t1,43.40375847383597
2824,1709659,15,s2/t1,43.40375847383597
2825,1710099,7,s1/t2,36.42528430845471
2826,1710149,16,s2/t2,36.42528430845471
2827,1710602,8,s1/t3,28.798432103392035
2828,1710641,17,s2/t3,28.798432103392035
2829,1711063,9,s1/t4,45.10261115953784
2830,1711123,18,s2/t4,45.10261115953784
2831,1711532,10,s1/t5,50.21513530055992
2832,1711602,19,s2/t5,50.21513530055992
2833,1712014,11,s1/t6,68.87114974714771
2834,1712105,20,s2/t6,68.87114974714771
2835,1712527,12,s1/t7,38.35000050886885
2836,1712578,21,s2/t7,38.35000050886885
2837,1713047,13,s1/t8,8.050663831905325
2838,1713057,22,s2/t8,8.050663831905325
2839,1713543,23,s2/t9,
2840,1713560,14,s1/t9,
2841,1713571,49,,
2842,1716472,48,,
2843,1716520,5,,
2844,1716656,4,,
2845,1719943,15,s2/t1,158.9771796698641
2846,1720151,6,s1/t1,158.9771796698641
2847,1720623,7,s1/t2,7.71204375327622
2848,1720634,16,s2/t2,7.71204375327622
2849,1721123,8,s1/t3,10.126315413338377
2850,1721137,17,s2/t3,10.126315413338377
2851,1721615,9,s1/t4,18.320143456261235
2852,1721640,18,s2/t4,18.320143456261235
2853,1722119,10,s1/t5,38.019537911935686
2854,1722171,19,s2/t5,38.019537911935686
2855,1722613,11,s1/t6,44.0227868561629
2856,1722676,20,s2/t6,44.0227868561629
2857,1723133,12,s1/t7,16.817838574441026
2858,1723157,21,s2/t7,16.817838574441026
2859,1723628,22,s2/t8,7.968940658876648
2860,1723639,13,s1/t8,7.968940658876648
2861,1724116,23,s2/t9,
2862,1724130,14,s1/t9,
2863,1724141,49,,
2864,1726779,48,,
2865,1726827,5,,
2866,1726946,4,,
2867,1730219,15,s2/t1,149.5914572722393
2868,1730478,6,s1/t1,149.5914572722393
2869,1730842,16,s2/t2,62.49313651149092
2870,1730962,7,s1/t2,62.49313651149092
2871,1731480,8,s1/t3,19.06360778173132
2872,1731531,17,s2/t3,19.06360778173132
2873,1731985,9,s1/t4,21.203239321305322
2874,1732502,18,s2/t4,21.203239321305322
2875,1732553,10,s1/t5,86.49061752393827
2876,1732990,19,s2/t5,86.49061752393827
2877,1733109,11,s1/t6,48.81486446968069
2878,1733566,20,s2/t6,48.81486446968069
2879,1733597,12,s1/t7,2.302039431213132
2880,1734094,21,s2/t7,2.302039431213132
2881,1734113,13,s1/t8,17.516990971873042
2882,1734595,22,s2/t8,17.516990971873042
2883,1734627,14,s1/t9,
2884,1735101,23,s2/t9,
2885,1735112,49,,
2886,1737751,48,,
2887,1737799,4,,
2888,1737936,5,,
2889,1741194,6,s1/t1,129.98917655930802
2890,1741479,15,s2/t1,129.98917655930802
2891,1741984,7,s1/t2,7.576366026056063
2892,1741995,16,s2/t2,7.576366026056063
2893,1742497,8,s1/t3,8.109887835168253
2894,1742508,17,s2/t3,8.109887835168253
2895,1742985,9,s1/t4,32.820732174536545
2896,1743029,18,s2/t4,32.820732174536545
2897,1743461,10,s1/t5,54.05425425220399
2898,1743544,19,s2/t5,54.05425425220399
2899,1743997,20,s2/t6,8.603081885065166
2900,1744010,11,s1/t6,8.603081885065166
2901,1744486,21,s2/t7,38.20716843856093
2902,1744540,12,s1/t7,38.20716843856093
2903,1744989,22,s2/t8,46.658550103308585
2904,1745051,13,s1/t8,46.658550103308585
2905,1745457,23,s2/t9,
2906,1745530,14,s1/t9,
2907,1745541,49,,
2908,1747921,48,,
2909,1747970,4,,
2910,1748089,5,,
2911,1751277,15,s2/t1,171.0089576056534
2912,1751556,6,s1/t1,171.0089576056534
2913,1751864,16,s2/t2,84.38238420292667
2914,1752028,7,s1/t2,84.38238420292667
2915,1752526,8,s1/t3,25.138431087082072
2916,1752564,17,s2/t3,25.138431087082072
2917,1753084,9,s1/t4,11.18029944202894
2918,1753101,18,s2/t4,11.18029944202894
2919,1753616,10,s1/t5,12.931157809836948
2920,1753634,19,s2/t5,12.931157809836948
2921,1754131,20,s2/t6,7.71046153085237
2922,1754142,11,s1/t6,7.71046153085237
2923,1754635,21,s2/t7,21.05926948086892
2924,1754664,12,s1/t7,21.05926948086892
2925,1755134,13,s1/t8,8.300961464502706
2926,1755145,22,s2/t8,8.300961464502706
2927,1755621,23,s2/t9,
2928,1755637,14,s1/t9,
2929,1755648,49,,
2930,1758535,48,,
2931,1758583,4,,
2932,1758669,5,,
2933,1761842,6,s1/t1,95.55972676179623
2934,1762020,15,s2/t1,95.55972676179623
2935,1762514,7,s1/t2,8.405979176391469
2936,1762526,16,s2/t2,8.405979176391469
2937,1762996,8,s1/t3,8.394881198725415
2938,1763007,17,s2/t3,8.394881198725415
2939,1763493,9,s1/t4,16.977207878750534
2940,1763516,18,s2/t4,16.977207878750534
2941,1763980,10,s1/t5,9.963802073652687
2942,1763994,19,s2/t5,9.963802073652687
2943,1764458,20,s2/t6,5.282931801291057
2944,1764479,11,s1/t6,5.282931801291057
2945,1764938,21,s2/t7,372.9161539362137
2946,1765426,22,s2/t8,131.72567375673836
2947,1765924,23,s2/t9,
2948,1765944,12,s1/t7,372.9161539362137
2949,1766438,13,s1/t8,131.72567375673836
2950,1768033,14,s1/t9,
2951,1768043,49,,
2952,1770430,48,,
2953,1770478,5,,
2954,1770598,4,,
2955,1773684,6,s1/t1,169.9631875441133
2956,1773979,15,s2/t1,169.9631875441133
2957,1774457,7,s1/t2,60.33732174147953
2958,1774537,16,s2/t2,60.33732174147953
2959,1774988,8,s1/t3,20.38842227348618
2960,1775015,17,s2/t3,20.38842227348618
2961,1775472,9,s1/t4,15.69266993096076
2962,1775494,18,s2/t4,15.69266993096076
2963,1775978,10,s1/t5,7.436738467431809
2964,1775989,19,s2/t5,7.436738467431809
2965,1776493,11,s1/t6,19.705507469083813
2966,1776519,20,s2/t6,19.705507469083813
2967,1776997,21,s2/t7,7.704228892375823
2968,1777008,12,s1/t7,7.704228892375823
2969,1777503,22,s2/t8,18.58264712623628
2970,1777527,13,s1/t8,18.58264712623628
2971,1777979,23,s2/t9,
2972,1778010,14,s1/t9,
2973,1778021,49,,
2974,1780908,48,,
2975,1780956,4,,
2976,1781024,5,,
2977,1784453,6,s1/t1,56.23092789220793
2978,1784541,15,s2/t1,56.23092789220793
2979,1785006,16,s2/t2,7.5837218613187645
2980,1785017,7,s1/t2,7.5837218613187645
2981,1785474,17,s2/t3,37.96889243197794
2982,1785527,8,s1/t3,37.96889243197794
2983,1785966,18,s2/t4,43.198604166022555
2984,1786031,9,s1/t4,43.198604166022555
2985,1786474,19,s2/t5,67.34709702909174
2986,1786567,10,s1/t5,67.34709702909174
2987,1786987,20,s2/t6,53.48181880828853
2988,1787063,11,s1/t6,53.48181880828853
2989,1787487,21,s2/t7,67.61024501016475
2990,1787573,12,s1/t7,67.61024501016475
2991,1788019,22,s2/t8,10.28028922620794
2992,1788033,13,s1/t8,10.28028922620794
2993,1788484,23,s2/t9,
2994,1788539,14,s1/t9,
2995,1788550,49,,
2996,1790924,48,,
2997,1790973,5,,
2998,1791109,4,,
2999,1794763,15,s2/t1,127.23816257595749
3000,1794982,6,s1/t1,127.23816257595749
3001,1795382,16,s2/t2,56.25552428862713
3002,1795482,7,s1/t2,56.25552428862713
3003,1795967,8,s1/t3,40.42841053503605
3004,1796024,17,s2/t3,40.42841053503605
3005,1796475,9,s1/t4,40.06149255348231
3006,1796530,18,s2/t4,40.06149255348231
3007,1796987,10,s1/t5,27.285739494554573
3008,1797026,19,s2/t5,27.285739494554573
3009,1797508,11,s1/t6,22.663289127303443
3010,1797538,20,s2/t6,22.663289127303443
3011,1797993,12,s1/t7,22.567151209103145
3012,1798025,21,s2/t7,22.567151209103145
3013,1798507,13,s1/t8,17.621774484392574
3014,1798531,22,s2/t8,17.621774484392574
3015,1799009,23,s2/t9,
3016,1799019,14,s1/t9,
3017,1799030,49,,
3018,1801931,48,,
3019,1801980,4,,
3020,1802048,5,,
3021,1805435,6,s1/t1,131.883535663191
3022,1805708,15,s2/t1,131.883535663191
3023,1806181,7,s1/t2,26.678854134995078
3024,1806218,16,s2/t2,26.678854134995078
3025,1806691,8,s1/t3,20.603522864027155
3026,1806720,17,s2/t3,20.603522864027155
3027,1807199,9,s1/t4,18.09622158122613
3028,1807226,18,s2/t4,18.09622158122613
3029,1807711,19,s2/t5,13.703605721157714
3030,1807732,10,s1/t5,13.703605721157714
3031,1808225,20,s2/t6,38.38265548508036
3032,1808276,11,s1/t6,38.38265548508036
3033,1808706,21,s2/t7,34.18590262987885
3034,1808753,12,s1/t7,34.18590262987885
3035,1809206,22,s2/t8,34.9986612577091
3036,1809253,13,s1/t8,34.9986612577091
3037,1809703,23,s2/t9,
3038,1809735,14,s1/t9,
3039,1809746,49,,
3040,1812136,48,,
3041,1812184,4,,
3042,1812321,5,,
3043,1815557,6,s1/t1,91.31540105169
3044,1815918,15,s2/t1,91.31540105169
3045,1816390,7,s1/t2,9.612855630754154
3046,1816402,16,s2/t2,9.612855630754154
3047,1816874,17,s2/t3,31.407403349721307
3048,1816916,8,s1/t3,31.407403349721307
3049,1817355,18,s2/t4,41.32580837951349
3050,1817414,9,s1/t4,41.32580837951349
3051,1817862,19,s2/t5,19.069834373913093
3052,1817889,10,s1/t5,19.069834373913093
3053,1818363,20,s2/t6,21.678210758845097
3054,1818391,11,s1/t6,21.678210758845097
3055,1818839,21,s2/t7,46.21251577337102
3056,1818906,12,s1/t7,46.21251577337102
3057,1819358,22,s2/t8,8.945500827493959
3058,1819370,13,s1/t8,8.945500827493959
3059,1819841,23,s2/t9,
3060,1819954,14,s1/t9,
3061,1819965,49,,
3062,1822341,48,,
3063,1822389,5,,
3064,1822457,4,,
3065,1825792,6,s1/t1,144.89412681406444
3066,1826135,15,s2/t1,144.89412681406444
3067,1826634,16,s2/t2,8.507386144648052
3068,1826645,7,s1/t2,8.507386144648052
3069,1827104,8,s1/t3,24.45221662955123
3070,1827136,17,s2/t3,24.45221662955123
3071,1827564,9,s1/t4,71.70192996031744
3072,1827675,18,s2/t4,71.70192996031744
3073,1828102,19,s2/t5,12.603333763000903
3074,1828121,10,s1/t5,12.603333763000903
3075,1828577,20,s2/t6,70.41913525488609
3076,1828660,11,s1/t6,70.41913525488609
3077,1829053,21,s2/t7,23.824974978734474
3078,1829085,12,s1/t7,23.824974978734474
3079,1829507,22,s2/t8,70.57348118120451
3080,1829566,13,s1/t8,70.57348118120451
3081,1829867,14,s1/t9,
3082,1829991,23,s2/t9,
3083,1830002,49,,
3084,1832392,48,,
3085,1832440,4,,
3086,1832525,5,,
3087,1835639,15,s2/t1,170.1343549511611
3088,1835914,6,s1/t1,170.1343549511611
3089,1836159,16,s2/t2,139.90261815356345
3090,1836401,7,s1/t2,139.90261815356345
3091,1836781,17,s2/t3,40.41920815724504
3092,1836840,8,s1/t3,40.41920815724504
3093,1837310,18,s2/t4,33.907226257178024
3094,1837361,9,s1/t4,33.907226257178024
3095,1837839,10,s1/t5,9.381767507721577
3096,1837853,19,s2/t5,9.381767507721577
3097,1838355,11,s1/t6,13.95397351379279
3098,1838374,20,s2/t6,13.95397351379279
3099,1838845,12,s1/t7,24.330660843980688
3100,1838877,21,s2/t7,24.330660843980688
3101,1839325,13,s1/t8,16.348711279666134
3102,1839346,22,s2/t8,16.348711279666134
3103,1839774,14,s1/t9,
3104,1839817,23,s2/t9,
3105,1839827,49,,
3106,1842204,48,,
3107,1842252,5,,
3108,1842320,4,,
3109,1845562,15,s2/t1,51.35189771061778
3110,1845943,6,s1/t1,51.35189771061778
3111,1846111,16,s2/t2,141.98407067628213
3112,1846387,7,s1/t2,141.98407067628213
3113,1846693,17,s2/t3,110.52941331780458
3114,1846844,8,s1/t3,110.52941331780458
3115,1847334,9,s1/t4,36.40926838980377
3116,1847391,18,s2/t4,36.40926838980377
3117,1847895,10,s1/t5,18.656782111299773
3118,1847923,19,s2/t5,18.656782111299773
3119,1848426,11,s1/t6,8.446803458949264
3120,1848447,20,s2/t6,8.446803458949264
3121,1849335,12,s1/t7,78.54569912562543
3122,1849460,21,s2/t7,78.54569912562543
3123,1849910,13,s1/t8,66.77138584414796
3124,1850007,22,s2/t8,66.77138584414796
3125,1850433,14,s1/t9,
3126,1850545,23,s2/t9,
3127,1850556,49,,
3128,1853450,48,,
3129,1853498,5,,
3130,1853583,4,,
3131,1856723,15,s2/t1,64.68412469298578
3132,1856830,6,s1/t1,64.68412469298578
3133,1857317,16,s2/t2,41.28151399402526
3134,1857381,7,s1/t2,41.28151399402526
3135,1857858,8,s1/t3,10.137073115263577
3136,1857871,17,s2/t3,10.137073115263577
3137,1858343,9,s1/t4,8.333443274298304
