,sample,eventcode,eventname,alpha
1829,1215962,16,s2/t2,39.798329640425614
1830,1216019,7,s1/t2,39.798329640425614
1831,1216531,8,s1/t3,9.561402610222046
1832,1216545,17,s2/t3,9.561402610222046
1833,1217055,9,s1/t4,51.55100518816784
1834,1217134,18,s2/t4,51.55100518816784
1835,1217607,10,s1/t5,30.401369077895993
1836,1217656,19,s2/t5,30.401369077895993
1837,1218183,11,s1/t6,11.738621665455694
1838,1218200,20,s2/t6,11.738621665455694
1839,1218725,12,s1/t7,39.5564034826744
1840,1218785,21,s2/t7,39.5564034826744
1841,1219270,13,s1/t8,29.045318069585985
1842,1219311,22,s2/t8,29.045318069585985
1843,1219781,14,s1/t9,
1844,1219857,23,s2/t9,
1845,1219867,49,,
1846,1222501,48,,
1847,1222549,5,,
1848,1222635,4,,
1849,1225876,6,s1/t1,163.94961356347162
1850,1226125,15,s2/t1,163.94961356347162
1851,1226618,7,s1/t2,35.9365279613543
1852,1226670,16,s2/t2,35.9365279613543
1853,1227160,8,s1/t3,21.473069777915388
1854,1227193,17,s2/t3,21.473069777915388
1855,1227690,9,s1/t4,44.08098633447136
1856,1227748,18,s2/t4,44.08098633447136
1857,1228202,10,s1/t5,16.93460937669633
1858,1228228,19,s2/t5,16.93460937669633
1859,1228712,11,s1/t6,66.68811813398578
1860,1228802,20,s2/t6,66.68811813398578
1861,1229242,12,s1/t7,28.150691381352402
1862,1229285,21,s2/t7,28.150691381352402
1863,1229775,13,s1/t8,47.78865426062816
1864,1229837,22,s2/t8,47.78865426062816
1865,1230303,23,s2/t9,
1866,1230348,14,s1/t9,
1867,1230358,49,,
1868,1232995,48,,
1869,1233044,5,,
1870,1233112,4,,
1871,1236456,15,s2/t1,120.94148031039944
1872,1236859,6,s1/t1,120.94148031039944
1873,1236995,16,s2/t2,38.26766859884145
1874,1237466,7,s1/t2,38.26766859884145
1875,1237530,17,s2/t3,39.93197619728835
1876,1237993,8,s1/t3,39.93197619728835
1877,1238093,18,s2/t4,80.78222543216191
1878,1238515,9,s1/t4,80.78222543216191
1879,1238642,19,s2/t5,68.27779129049873
1880,1239058,10,s1/t5,68.27779129049873
1881,1239138,20,s2/t6,38.44881410047992
1882,1239571,11,s1/t6,38.44881410047992
1883,1239696,21,s2/t7,142.34295348949078
1884,1240055,12,s1/t7,142.34295348949078
1885,1240190,22,s2/t8,62.593080324112
1886,1240649,13,s1/t8,62.593080324112
1887,1240688,23,s2/t9,
1888,1241205,14,s1/t9,
1889,1241216,49,,
1890,1243848,48,,
1891,1243897,5,,
1892,1244017,4,,
1893,1247106,15,s2/t1,23.832703765723238
1894,1247771,16,s2/t2,32.35068035213328
1895,1247815,6,s1/t1,23.832703765723238
1896,1248317,17,s2/t3,10.783944456421976
1897,1248367,7,s1/t2,32.35068035213328
1898,1248857,8,s1/t3,10.783944456421976
1899,1248873,18,s2/t4,7.531854998023846
1900,1249388,19,s2/t5,16.957763910263278
1901,1249398,9,s1/t4,7.531854998023846
1902,1249909,10,s1/t5,16.957763910263278
1903,1249934,20,s2/t6,21.616419158537155
1904,1250449,11,s1/t6,21.616419158537155
1905,1250482,21,s2/t7,10.236433301111047
1906,1250989,12,s1/t7,10.236433301111047
1907,1251003,22,s2/t8,29.32085996788732
1908,1251515,13,s1/t8,29.32085996788732
1909,1251560,23,s2/t9,
1910,1252035,14,s1/t9,
1911,1252045,49,,
1912,1254685,48,,
1913,1254733,5,,
1914,1254853,4,,
1915,1258024,6,s1/t1,167.98038875363852
1916,1258395,15,s2/t1,167.98038875363852
1917,1258819,7,s1/t2,65.57873705951702
1918,1258922,16,s2/t2,65.57873705951702
1919,1259387,8,s1/t3,26.87086125238892
1920,1259426,17,s2/t3,26.87086125238892
1921,1259909,9,s1/t4,60.57717849577645
1922,1259999,18,s2/t4,60.57717849577645
1923,1260446,10,s1/t5,59.94263593476886
1924,1260536,19,s2/t5,59.94263593476886
1925,1260983,11,s1/t6,48.29977655753086
1926,1261056,20,s2/t6,48.29977655753086
1927,1261527,12,s1/t7,30.187589560988325
1928,1261572,21,s2/t7,30.187589560988325
1929,1262065,13,s1/t8,10.479537776933627
1930,1262082,22,s2/t8,10.479537776933627
1931,1262596,23,s2/t9,
1932,1262642,14,s1/t9,
1933,1262653,49,,
1934,1265555,48,,
1935,1265603,5,,
1936,1265740,4,,
1937,1268929,6,s1/t1,13.186508129254664
1938,1269500,15,s2/t1,13.186508129254664
1939,1269718,7,s1/t2,113.64243442187677
1940,1270093,16,s2/t2,113.64243442187677
1941,1270527,8,s1/t3,76.48070786243883
1942,1270641,17,s2/t3,76.48070786243883
1943,1271175,18,s2/t4,10.366477144387574
1944,1271191,9,s1/t4,10.366477144387574
1945,1271742,19,s2/t5,29.22389885917417
1946,1271786,10,s1/t5,29.22389885917417
1947,1272286,20,s2/t6,35.222498997276894
1948,1272340,11,s1/t6,35.222498997276894
1949,1272841,21,s2/t7,34.112633731311405
1950,1272890,12,s1/t7,34.112633731311405
1951,1273363,22,s2/t8,51.327697328522866
1952,1273440,13,s1/t8,51.327697328522866
1953,1273907,23,s2/t9,
1954,1273945,14,s1/t9,
1955,1273955,49,,
1956,1276852,48,,
1957,1276900,5,,
1958,1276968,4,,
1959,1280619,15,s2/t1,79.71764384543796
1960,1280746,6,s1/t1,79.71764384543796
1961,1281242,16,s2/t2,49.426448977027036
1962,1281317,7,s1/t2,49.426448977027036
1963,1281780,17,s2/t3,57.604338716110924
1964,1281862,8,s1/t3,57.604338716110924
1965,1282349,18,s2/t4,16.975076020608128
1966,1282375,9,s1/t4,16.975076020608128
1967,1282858,19,s2/t5,38.09889148578958
1968,1282918,10,s1/t5,38.09889148578958
1969,1283437,20,s2/t6,36.88622473035755
1970,1283488,11,s1/t6,36.88622473035755
1971,1283959,21,s2/t7,18.461291102030682
1972,1283986,12,s1/t7,18.461291102030682
1973,1284502,22,s2/t8,15.3118616754862
1974,1284524,13,s1/t8,15.3118616754862
1975,1285028,14,s1/t9,
1976,1285039,23,s2/t9,
1977,1285050,49,,
1978,1287432,48,,
1979,1287480,4,,
1980,1287617,5,,
1981,1290898,6,s1/t1,121.94098718520023
1982,1291233,15,s2/t1,121.94098718520023
1983,1291737,16,s2/t2,26.500939343677544
1984,1291778,7,s1/t2,26.500939343677544
1985,1292296,17,s2/t3,9.649815923233461
1986,1292310,8,s1/t3,9.649815923233461
1987,1292800,18,s2/t4,24.00829961822257
1988,1292839,9,s1/t4,24.00829961822257
1989,1293360,10,s1/t5,16.977397617922747
1990,1293385,19,s2/t5,16.977397617922747
1991,1293902,11,s1/t6,9.973649730163828
1992,1293915,20,s2/t6,9.973649730163828
1993,1294403,21,s2/t7,23.261797360448327
1994,1294437,12,s1/t7,23.261797360448327
1995,1294929,22,s2/t8,16.34801006890561
1996,1294953,13,s1/t8,16.34801006890561
1997,1295446,23,s2/t9,
1998,1295457,14,s1/t9,
1999,1295467,49,,
2000,1298354,48,,
2001,1298402,5,,
2002,1298487,4,,
2003,1301723,15,s2/t1,158.74894248296337
2004,1301958,6,s1/t1,158.74894248296337
2005,1302284,16,s2/t2,154.63863716982817
2006,1302492,7,s1/t2,154.63863716982817
2007,1302976,8,s1/t3,34.601344429386074
2008,1303035,17,s2/t3,34.601344429386074
2009,1303581,18,s2/t4,8.855206484034596
2010,1303595,9,s1/t4,8.855206484034596
2011,1304145,19,s2/t5,23.36454681067101
2012,1304180,10,s1/t5,23.36454681067101
2013,1304706,20,s2/t6,7.477520620184237
2014,1304717,11,s1/t6,7.477520620184237
2015,1305226,21,s2/t7,7.0268283653573755
2016,1305237,12,s1/t7,7.0268283653573755
2017,1305773,22,s2/t8,7.417759145909088
2018,1305784,13,s1/t8,7.417759145909088
2019,1306289,23,s2/t9,
2020,1306300,14,s1/t9,
2021,1306311,49,,
2022,1308950,48,,
2023,1309016,5,,
2024,1309135,4,,
2025,1312453,6,s1/t1,72.28583237409515
2026,1312555,15,s2/t1,72.28583237409515
2027,1313060,16,s2/t2,7.164388572858428
2028,1313071,7,s1/t2,7.164388572858428
2029,1313599,17,s2/t3,7.242097629515456
2030,1313610,8,s1/t3,7.242097629515456
2031,1314120,9,s1/t4,12.347299859573011
2032,1314137,18,s2/t4,12.347299859573011
2033,1314638,10,s1/t5,7.58792398352611
2034,1314649,19,s2/t5,7.58792398352611
2035,1315155,20,s2/t6,21.64517957763081
2036,1315187,11,s1/t6,21.64517957763081
2037,1315682,21,s2/t7,11.860556824787919
2038,1315699,12,s1/t7,11.860556824787919
2039,1316209,22,s2/t8,32.49723415013318
2040,1316253,13,s1/t8,32.49723415013318
2041,1316694,23,s2/t9,
2042,1316767,14,s1/t9,
2043,1316777,49,,
2044,1319410,48,,
2045,1319459,5,,
2046,1319527,4,,
2047,1323036,6,s1/t1,152.45459260653573
2048,1323387,15,s2/t1,152.45459260653573
2049,1323864,7,s1/t2,17.154839603661685
2050,1323890,16,s2/t2,17.154839603661685
2051,1324420,8,s1/t3,7.2190601046308425
2052,1324431,17,s2/t3,7.2190601046308425
2053,1324952,9,s1/t4,16.941543666198385
2054,1324978,18,s2/t4,16.941543666198385
2055,1325504,10,s1/t5,6.840477242598325
2056,1325514,19,s2/t5,6.840477242598325
2057,1326037,20,s2/t6,19.039314187384207
2058,1326067,11,s1/t6,19.039314187384207
2059,1326572,21,s2/t7,43.785672506873205
2060,1326630,12,s1/t7,43.785672506873205
2061,1327109,13,s1/t8,7.413375425013868
2062,1327120,22,s2/t8,7.413375425013868
2063,1327623,23,s2/t9,
2064,1327634,14,s1/t9,
2065,1327645,49,,
2066,1330281,48,,
2067,1330330,4,,
2068,1330449,5,,
2069,1333811,6,s1/t1,37.77168916450347
2070,1333864,15,s2/t1,37.77168916450347
2071,1334373,16,s2/t2,33.98489468581945
2072,1334425,7,s1/t2,33.98489468581945
2073,1334927,17,s2/t3,8.902486550733899
2074,1334940,8,s1/t3,8.902486550733899
2075,1335447,9,s1/t4,12.85428488040617
2076,1335468,18,s2/t4,12.85428488040617
2077,1335968,10,s1/t5,56.50688715380083
2078,1336043,19,s2/t5,56.50688715380083
2079,1336472,11,s1/t6,34.070224458369466
2080,1336520,20,s2/t6,34.070224458369466
2081,1336986,12,s1/t7,34.09091374521006
2082,1337033,21,s2/t7,34.09091374521006
2083,1337488,13,s1/t8,29.37794282354079
2084,1337534,22,s2/t8,29.37794282354079
2085,1337996,14,s1/t9,
2086,1338100,23,s2/t9,
2087,1338110,49,,
2088,1340742,48,,
2089,1340790,4,,
2090,1340927,5,,
2091,1344355,15,s2/t1,25.253697546948274
2092,1344860,6,s1/t1,25.253697546948274
2093,1344871,16,s2/t2,30.136114407838477
2094,1345374,17,s2/t3,3.0687617880749367
2095,1345403,7,s1/t2,30.136114407838477
2096,1345895,8,s1/t3,3.0687617880749367
2097,1345906,18,s2/t4,176.7112922887709
2098,1346388,19,s2/t5,335.00089380027333
2099,1346420,9,s1/t4,176.7112922887709
2100,1347432,10,s1/t5,335.00089380027333
2101,1347488,20,s2/t6,41.32801728889717
2102,1347971,11,s1/t6,41.32801728889717
2103,1347982,21,s2/t7,22.592947765779687
2104,1348496,22,s2/t8,52.31608404538702
2105,1348519,12,s1/t7,22.592947765779687
2106,1349024,13,s1/t8,52.31608404538702
2107,1349034,23,s2/t9,
2108,1349642,14,s1/t9,
2109,1349652,49,,
2110,1352295,48,,
2111,1352343,5,,
2112,1352480,4,,
2113,1356089,6,s1/t1,151.93622599760525
2114,1356293,15,s2/t1,151.93622599760525
2115,1356736,7,s1/t2,28.360959085354644
2116,1356776,16,s2/t2,28.360959085354644
2117,1357277,8,s1/t3,7.246243976231228
2118,1357287,17,s2/t3,7.246243976231228
2119,1357795,9,s1/t4,19.122046949449302
2120,1357823,18,s2/t4,19.122046949449302
2121,1358341,10,s1/t5,7.68440919719896
2122,1358352,19,s2/t5,7.68440919719896
2123,1358859,20,s2/t6,44.63981113692566
2124,1358923,11,s1/t6,44.63981113692566
2125,1359380,21,s2/t7,38.890702841427704
2126,1359430,12,s1/t7,38.890702841427704
2127,1359844,22,s2/t8,62.41725411137343
2128,1359939,13,s1/t8,62.41725411137343
2129,1360394,23,s2/t9,
2130,1360428,14,s1/t9,
2131,1360439,49,,
2132,1363079,48,,
2133,1363128,5,,
2134,1363264,4,,
2135,1366555,15,s2/t1,20.364050934858426
2136,1366586,6,s1/t1,20.364050934858426
2137,1367090,16,s2/t2,39.26849795668002
2138,1367142,7,s1/t2,39.26849795668002
2139,1367564,17,s2/t3,40.58683863572327
2140,1367621,8,s1/t3,40.58683863572327
2141,1368090,18,s2/t4,28.976438286188568
2142,1368129,9,s1/t4,28.976438286188568
2143,1368600,19,s2/t5,7.579713171818469
2144,1368611,10,s1/t5,7.579713171818469
2145,1369105,20,s2/t6,7.50094047832971
2146,1369116,11,s1/t6,7.50094047832971
2147,1369617,21,s2/t7,7.485046318216491
2148,1369628,12,s1/t7,7.485046318216491
2149,1370122,22,s2/t8,17.222925977680603
2150,1370145,13,s1/t8,17.222925977680603
2151,1370620,23,s2/t9,
2152,1370639,14,s1/t9,
2153,1370649,49,,
2154,1373284,48,,
2155,1373333,5,,
2156,1373418,4,,
2157,1376926,6,s1/t1,140.98195279820598
2158,1377217,15,s2/t1,140.98195279820598
2159,1377651,7,s1/t2,27.14569242443457
2160,1377693,16,s2/t2,27.14569242443457
2161,1378164,8,s1/t3,55.333177937705784
2162,1378242,17,s2/t3,55.333177937705784
2163,1378669,9,s1/t4,54.70934303081209
2164,1378744,18,s2/t4,54.70934303081209
2165,1379183,10,s1/t5,41.38084237642556
2166,1379242,19,s2/t5,41.38084237642556
2167,1379704,11,s1/t6,42.43774749101377
2168,1379757,20,s2/t6,42.43774749101377
2169,1380203,21,s2/t7,23.54203178485932
2170,1380237,12,s1/t7,23.54203178485932
2171,1380727,22,s2/t8,18.92267302533597
2172,1380754,13,s1/t8,18.92267302533597
2173,1381238,23,s2/t9,
2174,1381256,14,s1/t9,
2175,1381266,49,,
2176,1383642,48,,
2177,1383691,5,,
2178,1383810,4,,
2179,1387102,15,s2/t1,130.51972391188386
2180,1387409,6,s1/t1,130.51972391188386
2181,1387678,16,s2/t2,161.5803209907646
2182,1387890,7,s1/t2,161.5803209907646
2183,1388327,17,s2/t3,22.905956416464853
2184,1388363,8,s1/t3,22.905956416464853
2185,1388880,18,s2/t4,33.95503602326451
2186,1388930,9,s1/t4,33.95503602326451
2187,1389432,19,s2/t5,19.83882919096968
2188,1389461,10,s1/t5,19.83882919096968
2189,1389968,20,s2/t6,23.366870122868647
2190,1390001,11,s1/t6,23.366870122868647
2191,1390489,21,s2/t7,12.650480922744293
2192,1390508,12,s1/t7,12.650480922744293
2193,1391031,13,s1/t8,14.05882267565474
2194,1391054,22,s2/t8,14.05882267565474
2195,1391609,23,s2/t9,
2196,1391619,14,s1/t9,
2197,1391630,49,,
2198,1394530,48,,
2199,1394578,5,,
2200,1394667,4,,
2201,1397942,15,s2/t1,16.53005650672327
2202,1398455,6,s1/t1,16.53005650672327
2203,1398480,16,s2/t2,7.578828378786625
2204,1398993,17,s2/t3,20.440884792610177
2205,1399004,7,s1/t2,7.578828378786625
2206,1399505,8,s1/t3,20.440884792610177
2207,1399536,18,s2/t4,30.100834385222754
2208,1400008,9,s1/t4,30.100834385222754
2209,1400051,19,s2/t5,26.98622881644178
2210,1400499,20,s2/t6,16.601393084736458
2211,1400533,10,s1/t5,26.98622881644178
2212,1401034,21,s2/t7,7.784282259341068
2213,1401059,11,s1/t6,16.601393084736458
2214,1401553,22,s2/t8,28.08145623609829
2215,1401564,12,s1/t7,7.784282259341068
2216,1402051,23,s2/t9,
2217,1402090,13,s1/t8,28.08145623609829
2218,1402492,14,s1/t9,
2219,1402503,49,,
2220,1405143,38,,
2221,1411678,27,,
2222,1411762,3,,
2223,1412798,48,,
2224,1412837,5,,
2225,1412974,4,,
2226,1416246,6,s1/t1,43.77667286201178
2227,1416321,15,s2/t1,43.77667286201178
2228,1416851,16,s2/t2,7.266409609777469
2229,1416862,7,s1/t2,7.266409609777469
2230,1417351,17,s2/t3,32.788848766920516
2231,1417400,8,s1/t3,32.788848766920516
2232,1417859,18,s2/t4,55.250093328018586
2233,1417939,9,s1/t4,55.250093328018586
2234,1418378,19,s2/t5,53.21014572019638
2235,1418461,10,s1/t5,53.21014572019638
2236,1418907,20,s2/t6,82.75265797927028
2237,1419021,11,s1/t6,82.75265797927028
2238,1419441,21,s2/t7,51.85966859663884
2239,1419515,12,s1/t7,51.85966859663884
2240,1419943,22,s2/t8,70.27718081507504
2241,1420034,13,s1/t8,70.27718081507504
2242,1420501,14,s1/t9,
2243,1420512,23,s2/t9,
2244,1420522,49,,
2245,1423164,48,,
2246,1423213,4,,
2247,1423349,5,,
2248,1426607,6,s1/t1,28.05876896411064
2249,1426646,15,s2/t1,28.05876896411064
2250,1427150,16,s2/t2,24.070848845006594
2251,1427182,7,s1/t2,24.070848845006594
2252,1427625,17,s2/t3,51.064687614318295
2253,1427705,8,s1/t3,51.064687614318295
2254,1428179,9,s1/t4,3.5602071518518983
2255,1428190,18,s2/t4,3.5602071518518983
2256,1429250,10,s1/t5,15.60598561447037
2257,1429270,19,s2/t5,15.60598561447037
2258,1429726,20,s2/t6,24.409077515193843
2259,1429762,11,s1/t6,24.409077515193843
2260,1430265,21,s2/t7,10.230865989703203
2261,1430280,12,s1/t7,10.230865989703203
2262,1430798,13,s1/t8,7.184470509501892
2263,1430809,22,s2/t8,7.184470509501892
2264,1431299,14,s1/t9,
2265,1431348,23,s2/t9,
2266,1431358,49,,
2267,1433743,48,,
2268,1433792,5,,
2269,1433877,4,,
2270,1437026,15,s2/t1,175.20118870945353
2271,1437286,6,s1/t1,175.20118870945353
2272,1437626,16,s2/t2,134.22042954161813
2273,1437821,7,s1/t2,134.22042954161813
2274,1438342,8,s1/t3,42.177544334078725
2275,1438408,17,s2/t3,42.177544334078725
2276,1438906,9,s1/t4,74.37591579452858
2277,1439022,18,s2/t4,74.37591579452858
2278,1439467,10,s1/t5,40.870514029039846
2279,1439532,19,s2/t5,40.870514029039846
2280,1440042,11,s1/t6,12.589280005485705
2281,1440061,20,s2/t6,12.589280005485705
2282,1440558,21,s2/t7,7.397736864233052
2283,1440569,12,s1/t7,7.397736864233052
2284,1441060,22,s2/t8,24.85652508969093
2285,1441096,13,s1/t8,24.85652508969093
2286,1441604,23,s2/t9,
2287,1441615,14,s1/t9,
2288,1441625,49,,
2289,1444512,48,,
2290,1444560,5,,
2291,1444629,4,,
2292,1447914,6,s1/t1,177.51217155322968
2293,1448202,15,s2/t1,177.51217155322968
2294,1448675,7,s1/t2,63.8451481393293
2295,1448769,16,s2/t2,63.8451481393293
2296,1449246,8,s1/t3,32.95484792477282
2297,1449295,17,s2/t3,32.95484792477282
2298,1449770,9,s1/t4,37.56968877907943
2299,1449823,18,s2/t4,37.56968877907943
2300,1450291,10,s1/t5,25.587305268926286
2301,1450328,19,s2/t5,25.587305268926286
2302,1450812,11,s1/t6,27.87654490844011
2303,1450850,20,s2/t6,27.87654490844011
2304,1451343,21,s2/t7,7.5467012586100575
2305,1451354,12,s1/t7,7.5467012586100575
2306,1451857,22,s2/t8,41.009082851704356
2307,1451914,13,s1/t8,41.009082851704356
2308,1452352,23,s2/t9,
2309,1452431,14,s1/t9,
2310,1452441,49,,
2311,1455075,48,,
2312,1455123,4,,
2313,1455260,5,,
2314,1458764,15,s2/t1,66.49986287209126
2315,1458864,6,s1/t1,66.49986287209126
2316,1459314,16,s2/t2,69.05758912602904
2317,1459408,7,s1/t2,69.05758912602904
2318,1459848,17,s2/t3,35.38930877800573
2319,1459899,8,s1/t3,35.38930877800573
2320,1460365,18,s2/t4,40.53486760450886
2321,1460421,9,s1/t4,40.53486760450886
2322,1460868,19,s2/t5,35.689040442246146
2323,1460920,10,s1/t5,35.689040442246146
2324,1461396,20,s2/t6,35.68563007697588
2325,1461444,11,s1/t6,35.68563007697588
2326,1461912,21,s2/t7,13.37654132555923
2327,1461931,12,s1/t7,13.37654132555923
2328,1462404,22,s2/t8,13.1998860475249
2329,1462423,13,s1/t8,13.1998860475249
2330,1462864,23,s2/t9,
2331,1462948,14,s1/t9,
2332,1462958,49,,
2333,1465604,48,,
2334,1465652,4,,
2335,1465789,5,,
2336,1469032,6,s1/t1,169.71782862664958
2337,1469273,15,s2/t1,169.71782862664958
2338,1469746,7,s1/t2,25.308239177173423
2339,1469783,16,s2/t2,25.308239177173423
2340,1470294,8,s1/t3,7.219593661898074
2341,1470304,17,s2/t3,7.219593661898074
2342,1470832,9,s1/t4,7.82684378330589
2343,1470843,18,s2/t4,7.82684378330589
2344,1471330,19,s2/t5,28.19951195551269
2345,1471369,10,s1/t5,28.19951195551269
2346,1471826,20,s2/t6,33.416676617759606
2347,1471874,11,s1/t6,33.416676617759606
2348,1472354,21,s2/t7,16.17439881125975
2349,1472379,12,s1/t7,16.17439881125975
2350,1472889,13,s1/t8,8.066243903761944
2351,1472900,22,s2/t8,8.066243903761944
2352,1473386,23,s2/t9,
2353,1473409,14,s1/t9,
2354,1473419,49,,
2355,1475808,48,,
2356,1475857,4,,
2357,1475994,5,,
2358,1479461,6,s1/t1,138.1544013073528
2359,1479782,15,s2/t1,138.1544013073528
2360,1480288,16,s2/t2,6.82067098885824
2361,1480299,7,s1/t2,6.82067098885824
2362,1480835,17,s2/t3,27.078203287413515
2363,1480873,8,s1/t3,27.078203287413515
2364,1481337,18,s2/t4,29.699559048201337
2365,1481379,9,s1/t4,29.699559048201337
2366,1481845,19,s2/t5,27.365181523985452
2367,1481883,10,s1/t5,27.365181523985452
2368,1482345,20,s2/t6,34.4287238380374
2369,1482395,11,s1/t6,34.4287238380374
2370,1482837,21,s2/t7,63.006828855196936
2371,1482920,12,s1/t7,63.006828855196936
2372,1483319,22,s2/t8,56.75491098516901
2373,1483394,13,s1/t8,56.75491098516901
2374,1483782,23,s2/t9,
2375,1483867,14,s1/t9,
2376,1483877,49,,
2377,1486764,48,,
2378,1486812,4,,
2379,1486932,5,,
2380,1490237,6,s1/t1,174.78070131162434
2381,1490483,15,s2/t1,174.78070131162434
2382,1490990,16,s2/t2,7.582909859861188
2383,1491001,7,s1/t2,7.582909859861188
2384,1491493,17,s2/t3,40.13148224646314
2385,1491548,8,s1/t3,40.13148224646314
2386,1491991,18,s2/t4,64.68811282497266
2387,1492084,9,s1/t4,64.68811282497266
2388,1492504,19,s2/t5,34.98591433710371
2389,1492557,10,s1/t5,34.98591433710371
2390,1493040,20,s2/t6,41.64143061663742
2391,1493101,11,s1/t6,41.64143061663742
2392,1493571,21,s2/t7,15.376857736633012
2393,1493593,12,s1/t7,15.376857736633012
2394,1494076,22,s2/t8,11.719043883540449
2395,1494092,13,s1/t8,11.719043883540449
2396,1494553,23,s2/t9,
2397,1494608,14,s1/t9,
2398,1494619,49,,
2399,1497003,48,,
2400,1497051,4,,
2401,1497120,5,,
2402,1501095,6,s1/t1,16.199875568360483
2403,1501120,15,s2/t1,16.199875568360483
2404,1501633,16,s2/t2,7.517786425742742
2405,1501644,7,s1/t2,7.517786425742742
2406,1502146,17,s2/t3,7.849750732502058
2407,1502156,8,s1/t3,7.849750732502058
2408,1502635,18,s2/t4,7.822821839883431
2409,1502646,9,s1/t4,7.822821839883431
2410,1503146,10,s1/t5,8.404952005022494
2411,1503157,19,s2/t5,8.404952005022494
2412,1503646,11,s1/t6,12.669598273017328
2413,1503664,20,s2/t6,12.669598273017328
2414,1504150,12,s1/t7,10.23464451475104
2415,1504165,21,s2/t7,10.23464451475104
2416,1504631,22,s2/t8,30.704223955907374
2417,1504673,13,s1/t8,30.704223955907374
2418,1505119,23,s2/t9,
2419,1505165,14,s1/t9,
2420,1505176,49,,
2421,1508078,48,,
2422,1508126,4,,
2423,1508212,5,,
2424,1511335,6,s1/t1,134.69098963683905
2425,1511678,15,s2/t1,134.69098963683905
2426,1512176,7,s1/t2,35.53562991908751
2427,1512226,16,s2/t2,35.53562991908751
2428,1512702,8,s1/t3,23.797900601843796
2429,1512735,17,s2/t3,23.797900601843796
2430,1513167,9,s1/t4,47.03287676740987
2431,1513233,18,s2/t4,47.03287676740987
2432,1513643,10,s1/t5,73.35373961218836
2433,1513743,19,s2/t5,73.35373961218836
2434,1514188,11,s1/t6,37.2141535077869
2435,1514237,20,s2/t6,37.2141535077869
2436,1514710,21,s2/t7,15.055261483825829
2437,1514730,12,s1/t7,15.055261483825829
2438,1515203,22,s2/t8,52.25785306948799
2439,1515275,13,s1/t8,52.25785306948799
2440,1515705,23,s2/t9,
2441,1515842,14,s1/t9,
2442,1515852,49,,
2443,1518487,48,,
2444,1518536,4,,
2445,1518621,5,,
2446,1521940,6,s1/t1,141.33376438608556
2447,1522259,15,s2/t1,141.33376438608556
2448,1522727,16,s2/t2,20.809434012711733
2449,1522754,7,s1/t2,20.809434012711733
2450,1523219,8,s1/t3,52.36103282479087
2451,1523292,17,s2/t3,52.36103282479087
2452,1523715,9,s1/t4,76.29130451539413
2453,1523824,18,s2/t4,76.29130451539413
2454,1524228,10,s1/t5,32.360016806535214
2455,1524276,19,s2/t5,32.360016806535214
2456,1524754,11,s1/t6,30.88906012105912
2457,1524799,20,s2/t6,30.88906012105912
2458,1525280,12,s1/t7,7.6491667977697375
2459,1525290,21,s2/t7,7.6491667977697375
2460,1525771,22,s2/t8,9.034432444597199
2461,1525784,13,s1/t8,9.034432444597199
2462,1526220,23,s2/t9,
2463,1526277,14,s1/t9,
2464,1526288,49,,
2465,1529184,48,,
2466,1529217,4,,
2467,1529303,5,,
2468,1532411,15,s2/t1,170.9578649143064
2469,1532664,6,s1/t1,170.9578649143064
2470,1532945,16,s2/t2,107.90564533576159
2471,1533130,7,s1/t2,107.90564533576159
2472,1533564,17,s2/t3,15.528592822001455
2473,1533586,8,s1/t3,15.528592822001455
2474,1533941,9,s1/t4,80.50941966945173
2475,1534067,18,s2/t4,80.50941966945173
2476,1534108,10,s1/t5,12.390580646468552
2477,1534631,19,s2/t5,12.390580646468552
2478,1534683,11,s1/t6,36.335707884285
2479,1535137,20,s2/t6,36.335707884285
2480,1535228,12,s1/t7,51.13694647100357
2481,1535642,21,s2/t7,51.13694647100357
2482,1535698,13,s1/t8,48.578904109860105
2483,1536124,22,s2/t8,48.578904109860105
2484,1536181,14,s1/t9,
2485,1536617,23,s2/t9,
2486,1536627,49,,
2487,1539528,48,,
2488,1539576,4,,
2489,1539713,5,,
2490,1543365,6,s1/t1,139.24888676881673
2491,1543650,15,s2/t1,139.24888676881673
2492,1544102,7,s1/t2,18.82893530902285
2493,1544129,16,s2/t2,18.82893530902285
2494,1544631,8,s1/t3,10.753753595452226
2495,1544647,17,s2/t3,10.753753595452226
2496,1545153,18,s2/t4,7.384713600099445
2497,1545164,9,s1/t4,7.384713600099445
2498,1545655,19,s2/t5,19.5672363614581
2499,1545682,10,s1/t5,19.5672363614581
2500,1546154,20,s2/t6,27.451921942472268
2501,1546192,11,s1/t6,27.451921942472268
2502,1546665,21,s2/t7,15.953054159645262
2503,1546689,12,s1/t7,15.953054159645262
2504,1547200,22,s2/t8,10.975249725115304
2505,1547215,13,s1/t8,10.975249725115304
2506,1547691,23,s2/t9,
2507,1547708,14,s1/t9,
2508,1547718,49,,
2509,1550620,48,,
2510,1550672,4,,
2511,1550788,5,,
2512,1554000,15,s2/t1,148.5008593178992
2513,1554540,16,s2/t2,125.67719869104627
2514,1554763,6,s1/t1,148.5008593178992
2515,1555068,17,s2/t3,5.982921841837309
2516,1555253,7,s1/t2,125.67719869104627
2517,1555710,18,s2/t4,7.220932366810358
2518,1555721,8,s1/t3,5.982921841837309
2519,1556249,19,s2/t5,7.514859665362563
2520,1556260,9,s1/t4,7.220932366810358
